,name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,element_type,start_price,end_price
690,Divock Origi,0,1,25,594,6,107.8,50.4,99.0,0,59,25.0,2,0,1,0.1,FWD,5.0,5.0
691,Jamie McDonnell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,4.5,4.5
692,Detlef Esapa Osong,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,FWD,4.5,4.5
693,Joe Gardner,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,FWD,4.5,4.5
694,Giovanni Reyna,0,1,13,228,3,102.7,55.0,55.0,0,44,21.4,0,0,0,0.0,MID,5.0,4.6
695,Matz Sels,0,0,34,1440,27,10.0,293.2,0.0,1,206,30.3,1,0,1,0.2,GK,4.5,4.5
696,Rodrigo Duarte Ribeiro,0,0,4,14,0,1.3,1.2,6.0,0,9,0.9,0,0,0,0.0,FWD,4.5,4.5
697,Auston Trusty,0,0,28,2568,81,107.3,517.4,106.0,0,349,73.4,1,0,4,1.8,DEF,4.0,3.9
698,Cameron Archer,4,3,82,1829,50,309.3,266.0,353.0,9,241,92.8,2,0,2,3.4,FWD,4.5,4.2
699,Mason Holgate,0,0,1,711,27,22.7,117.8,19.0,0,69,15.9,0,1,3,0.4,DEF,4.0,4.0
700,James McAtee,3,4,77,1815,65,394.4,333.8,333.0,0,259,106.0,2,0,2,0.4,MID,4.5,4.4
701,Anel Ahmedhodžić,2,0,31,2649,89,96.7,568.4,228.0,4,325,89.6,1,1,9,0.2,DEF,4.5,4.3
702,Jordan Amissah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,GK,4.0,3.9
703,George Baldock,0,2,21,968,21,102.6,173.6,21.0,2,117,29.6,0,0,4,4.0,DEF,4.0,3.8
704,Chris Basham,0,0,8,316,6,27.4,69.2,14.0,0,35,11.1,0,0,1,0.3,DEF,4.0,3.9
705,Jayden Bogle,3,3,63,2787,79,183.5,514.4,339.0,0,354,103.7,3,0,9,0.1,DEF,4.5,4.5
706,Rhian Brewster,0,0,11,338,8,28.3,21.0,85.0,0,14,13.3,0,1,0,0.0,FWD,5.0,4.9
707,Ismaila Coulibaly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,4.5,4.4
708,Adam Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,GK,4.0,4.0
709,John Egan,0,0,1,482,17,1.4,91.2,38.0,0,54,13.1,0,0,2,0.1,DEF,4.5,4.2
710,John Fleck,0,0,3,89,5,26.0,5.4,2.0,0,13,3.3,0,0,1,0.0,MID,5.0,4.9
711,Wes Foderingham,0,0,70,2648,79,10.0,966.0,0.0,7,531,97.7,1,0,2,0.3,GK,4.5,4.4
712,Daniel Jebbison,0,0,1,20,0,0.1,0.0,4.0,0,3,0.4,0,0,0,0.0,FWD,5.0,4.8
713,Max Lowe,0,1,13,498,12,31.9,102.2,18.0,0,47,15.2,0,0,1,0.0,DEF,4.5,4.3
714,Oliver McBurnie,6,3,66,1279,43,195.9,377.4,501.0,9,225,107.5,1,2,3,0.1,FWD,5.5,5.4
715,Iliman Ndiaye,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,FWD,5.5,5.5
716,Rhys Norrington-Davies,0,0,2,109,6,11.7,8.2,2.0,0,12,2.0,0,0,1,0.1,DEF,4.0,3.9
717,Oliver Norwood,1,0,42,1429,47,275.3,311.2,82.0,3,232,66.8,0,0,8,0.0,MID,5.0,4.8
718,Ben Osborn,0,2,38,1359,40,212.2,191.4,26.0,0,182,42.8,0,0,3,0.0,MID,5.0,4.8
719,William Osula,0,1,25,778,23,24.9,27.0,200.0,0,27,24.4,0,0,4,0.8,FWD,4.5,4.2
720,Jack Robinson,1,1,33,2883,83,162.1,602.8,190.0,1,375,95.7,1,0,10,0.1,DEF,4.5,4.3
721,Anis Slimane,0,0,14,409,14,46.7,41.6,72.0,0,23,16.1,1,0,2,0.0,MID,5.0,4.7
722,Yasser Larouci,0,0,10,527,11,27.8,80.8,39.0,0,63,14.8,0,0,1,0.0,DEF,4.5,4.3
723,Bénie Traoré,0,0,11,383,13,56.7,25.8,31.0,0,14,11.2,0,0,0,0.0,FWD,5.5,5.1
724,Vini de Souza Costa,1,1,73,2664,80,101.8,558.4,152.0,4,357,81.1,1,0,3,0.0,MID,5.0,5.0
725,Femi Seriki,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,DEF,4.0,3.9
726,Louie Marsh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,FWD,4.5,4.5
727,Andre Brooks,0,0,26,932,29,51.9,88.6,76.0,0,82,21.8,1,0,1,0.0,MID,4.5,4.4
728,Antwoine Hackford,0,0,2,11,1,0.3,0.0,0.0,0,5,0.0,0,0,0,0.1,FWD,4.5,4.4
729,Gustavo Hamer,4,7,108,2908,83,929.8,581.2,294.0,5,462,180.4,2,0,9,0.2,MID,5.0,4.9
730,Tom Davies,0,0,7,214,11,18.1,26.4,48.0,0,11,9.4,0,0,2,0.0,MID,5.0,5.0
731,Luke Thomas,0,0,7,916,29,53.9,127.8,64.0,0,80,24.7,0,0,3,0.0,DEF,4.0,4.0
732,Ryan Oné,0,0,1,7,2,0.3,0.0,0.0,0,3,0.0,0,0,0,0.0,MID,4.5,4.4
733,Jili Buyabu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,DEF,4.0,4.0
734,Sydie Peck,0,0,1,9,0,0.1,0.0,0.0,0,3,0.0,0,0,0,0.0,MID,4.5,4.4
735,Ben Brereton,6,1,62,1105,37,124.0,312.2,422.0,5,173,85.3,0,0,3,0.2,MID,5.0,5.0
736,Ivo Grbic,0,0,15,771,25,0.0,257.6,0.0,0,149,25.6,0,0,1,0.0,GK,4.5,4.5
737,Billy Blacker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,FWD,4.5,4.5
738,Oliver Arblaster,0,0,19,942,28,140.5,155.4,23.0,0,131,32.0,0,0,2,0.0,MID,4.5,4.5
739,Dovydas Sasnauskas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,DEF,4.0,4.0
740,Sam Curtis,0,0,1,27,0,0.3,2.2,0.0,0,2,0.3,0,0,0,0.0,DEF,4.0,4.0
741,Owen Hampson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,4.5,4.5
742,Brennan Johnson,5,12,131,2317,42,624.3,554.4,782.0,9,397,196.3,5,0,3,2.0,MID,6.0,5.8
743,Brandon Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,GK,4.0,3.9
744,Rodrigo Bentancur,1,1,32,997,25,174.9,193.0,156.0,0,153,52.1,1,0,7,0.0,MID,5.5,5.4
745,Yves Bissouma,0,0,44,2070,35,279.4,403.0,140.0,0,315,82.3,7,2,8,0.3,MID,5.0,5.0
746,Bryan Gil Salvatierra,0,0,12,200,11,70.1,28.6,59.0,0,41,15.9,0,0,0,0.0,MID,5.0,4.9
747,Ben Davies,1,2,34,1085,21,81.0,294.8,124.0,0,216,50.3,1,0,2,0.4,DEF,4.5,4.3
748,Eric Dier,0,0,2,199,8,1.0,55.8,4.0,0,31,6.0,0,0,0,0.3,DEF,4.5,4.2
749,Emerson Leite de Souza Junior,1,0,27,1152,31,119.5,316.0,55.0,4,233,49.4,0,0,4,0.8,DEF,4.5,4.3
750,Fraser Forster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.6,GK,4.0,3.8
751,Pierre-Emile Højbjerg,0,0,39,1289,28,205.8,282.2,108.0,0,239,59.7,1,0,4,0.3,MID,5.5,5.1
752,Harry Kane,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,FWD,12.5,12.5
753,Dejan Kulusevski,8,3,130,2759,46,950.4,698.8,953.0,14,463,260.1,8,0,7,2.1,MID,7.0,6.7
754,Hugo Lloris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,GK,5.0,4.7
755,Giovani Lo Celso,2,2,47,491,12,262.8,225.8,110.0,6,189,60.0,1,0,2,0.1,MID,5.0,4.8
756,James Maddison,4,11,117,2137,31,979.5,630.4,605.0,9,495,221.4,7,0,5,10.0,MID,7.5,7.8
757,Tanguy Ndombélé Alvaro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,MID,4.5,4.4
758,Pedro Porro,3,8,136,3090,54,877.4,839.0,365.0,20,720,208.5,7,0,3,22.4,DEF,5.0,5.9
759,Ivan Perišić,0,1,6,98,1,71.2,41.6,27.0,0,34,14.0,0,0,2,0.7,DEF,5.0,4.7
760,Richarlison de Andrade,11,4,122,1481,18,208.4,560.6,758.0,7,305,152.1,7,0,3,2.5,MID,7.0,6.8
761,Joe Rodon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,DEF,4.0,4.0
762,Cristian Romero,5,0,107,2790,46,161.9,841.8,252.0,15,591,125.9,7,1,7,12.2,DEF,4.5,5.1
763,Davinson Sánchez,0,0,0,76,2,5.0,17.0,4.0,0,9,2.6,0,0,1,0.1,DEF,4.5,4.4
764,Pape Matar Sarr,3,3,86,2063,27,373.3,406.0,317.0,4,397,110.2,9,0,9,1.6,MID,4.5,4.4
765,Ryan Sessegnon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,DEF,4.5,4.4
766,Oliver Skipp,0,0,22,691,17,126.2,92.0,65.0,0,105,28.1,0,0,3,0.1,MID,5.0,4.5
767,Son Heung-min,17,10,213,2934,51,921.9,993.2,1131.0,25,707,304.7,8,0,1,34.4,MID,9.0,10.0
768,Djed Spence,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,DEF,4.0,4.0
769,Japhet Tanganga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,DEF,4.0,4.0
770,Destiny Udogie,2,3,79,2391,43,357.9,534.8,279.0,8,402,117.3,5,1,5,5.2,DEF,4.5,4.9
771,Guglielmo Vicario,0,0,112,3420,61,0.0,974.2,0.0,9,730,97.4,7,0,2,9.4,GK,5.0,5.3
772,Alfie Whiteman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,GK,4.0,3.9
773,Manor Solomon,0,2,14,196,2,144.3,73.4,61.0,2,53,28.0,0,0,1,0.1,MID,5.5,5.1
774,Micky van de Ven,3,0,81,2341,38,56.7,561.6,85.0,10,501,70.5,5,0,5,3.7,DEF,4.5,4.4
775,Dane Scarlett,0,0,4,19,0,0.4,2.0,6.0,0,10,0.8,0,0,0,0.1,FWD,4.5,4.5
776,Alejo Véliz,1,0,11,45,2,0.9,35.2,29.0,0,40,6.5,0,0,1,0.1,FWD,5.5,5.4
777,Ashley Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,DEF,4.0,4.0
778,Jamie Donley,0,0,2,3,1,0.0,3.0,0.0,0,3,0.3,0,0,1,0.1,FWD,4.5,4.5
779,Alfie Dorrington,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,DEF,4.0,4.0
780,Yago de Santiago Alonso,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,4.5,4.5
781,Timo Werner,2,4,46,808,16,239.0,179.0,305.0,5,173,72.3,0,0,1,0.5,FWD,6.5,6.3
782,Radu Dragusin,0,0,14,424,7,7.4,95.4,6.0,0,82,11.0,1,0,1,0.1,DEF,4.5,4.2
783,Mikey Moore,0,0,2,3,0,0.5,1.0,0.0,0,4,0.1,0,0,0,0.0,MID,4.5,4.5
784,Tyrese Hall,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,4.5,4.5
785,Kalvin Phillips,0,0,10,394,13,23.3,35.6,31.0,0,27,9.1,0,1,1,0.0,MID,5.0,4.7
786,Nayef Aguerd,1,0,36,1857,44,58.1,439.4,145.0,0,282,64.4,2,1,1,0.5,DEF,4.5,4.4
787,Michail Antonio,6,2,78,1692,34,132.2,308.6,395.0,8,228,82.7,5,0,6,1.9,FWD,6.0,5.7
788,Alphonse Areola,0,0,116,2700,53,0.0,1023.2,0.0,11,598,102.4,4,0,1,22.3,GK,4.0,4.2
789,Saïd Benrahma,0,1,20,611,8,164.9,85.4,196.0,0,64,44.6,2,0,1,0.3,MID,6.0,5.6
790,Jarrod Bowen,16,6,182,3020,63,463.8,890.4,1130.0,14,519,247.8,5,0,2,12.1,MID,7.0,7.6
791,Maxwel Cornet,1,0,13,109,3,48.4,44.0,54.0,0,40,14.6,0,0,0,0.1,MID,5.5,5.2
792,Vladimír Coufal,0,7,85,3135,70,500.0,661.6,92.0,9,514,125.6,4,1,5,2.0,DEF,4.5,4.5
793,Conor Coventry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,MID,4.5,4.3
794,Aaron Cresswell,0,0,10,431,11,77.2,58.8,2.0,0,71,13.9,0,0,1,0.3,DEF,4.5,4.2
795,Flynn Downes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,5.0,5.0
796,Emerson Palmieri dos Santos,1,4,82,3138,67,400.2,649.0,168.0,8,519,121.8,5,0,10,1.9,DEF,4.5,4.3
797,Lukasz Fabianski,0,0,24,721,21,0.0,245.6,0.0,1,152,24.6,1,0,0,1.3,GK,4.5,4.2
798,Pablo Fornals Malla,0,0,19,418,9,75.5,64.2,79.0,0,68,21.9,1,0,0,0.0,MID,5.0,4.6
799,Danny Ings,1,2,36,389,10,64.4,82.4,125.0,4,105,27.1,0,0,1,0.6,FWD,6.0,5.5
800,Ben Johnson,0,0,17,538,16,22.5,84.6,38.0,0,90,14.7,1,0,1,0.1,DEF,4.5,4.4
801,Thilo Kehrer,0,0,2,19,1,0.7,8.6,0.0,0,7,0.9,0,0,2,0.1,DEF,4.5,4.2
802,Divin Mubama,0,0,5,75,2,2.4,0.2,5.0,0,14,0.8,0,0,0,4.5,FWD,4.5,4.1
803,Lucas Tolentino Coelho de Lima,4,6,100,2627,52,722.3,570.6,343.0,7,398,163.7,4,0,10,1.4,MID,6.0,6.0
804,Gianluca Scamacca,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,FWD,6.0,6.0
805,Tomáš Souček,7,2,116,2867,64,262.5,751.6,488.0,9,456,150.3,5,0,7,0.8,MID,5.0,4.9
806,Nikola Vlašić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,4.5,4.5
807,Kurt Zouma,3,0,76,2838,63,55.1,636.8,227.0,6,444,92.0,3,0,3,1.5,DEF,4.5,4.5
808,Angelo Ogbonna,0,0,19,634,14,2.2,131.0,10.0,0,103,14.4,2,0,1,0.1,DEF,4.5,4.2
809,Edson Álvarez Velázquez,1,1,62,2375,45,193.1,545.8,89.0,3,345,82.7,5,0,11,0.2,MID,5.0,5.0
810,Joseph Anang,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,GK,4.0,4.0
811,James Ward-Prowse,7,7,146,3000,65,1023.5,831.0,324.0,19,708,217.5,5,0,4,5.3,MID,6.0,5.7
812,Konstantinos Mavropanos,1,0,40,1500,27,41.9,300.2,112.0,3,229,45.3,3,0,2,0.1,DEF,4.5,4.5
813,Mohammed Kudus,8,9,137,2485,61,472.9,667.2,566.0,13,476,170.8,3,0,6,3.0,MID,6.5,6.7
814,Lewis Orford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,4.5,4.5
815,Kaelan Casey,0,0,1,1,0,0.0,2.0,0.0,0,3,0.2,0,0,0,0.0,DEF,4.0,4.0
816,Oliver Scarles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,DEF,4.0,4.0
817,Callum Marshall,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,FWD,4.5,4.5
818,George Earthy,1,0,8,33,0,2.0,32.8,33.0,0,27,6.9,0,0,0,0.0,MID,4.5,4.5
819,Tommy Doyle,0,0,38,1209,24,173.7,198.4,55.0,0,197,42.7,3,0,2,0.1,MID,4.5,4.4
820,Rayan Aït-Nouri,2,3,77,2327,43,376.9,448.4,253.0,6,365,107.7,3,0,7,3.9,DEF,4.5,4.6
821,Daniel Bentley,0,0,18,382,7,0.0,70.8,0.0,1,73,7.1,2,0,0,0.8,GK,4.0,3.9
822,Bendegúz Bolla,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,DEF,4.0,4.0
823,Hugo Bueno López,0,0,29,727,16,122.1,139.4,30.0,0,136,29.0,2,0,1,0.1,DEF,4.5,4.4
824,Francisco Jorge Tomás Oliveira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,4.5,4.5
825,Luke Cundle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,4.5,4.5
826,Craig Dawson,1,1,69,2209,38,108.6,611.8,222.0,6,421,94.4,6,0,7,0.4,DEF,4.5,4.5
827,Fábio Silva,0,0,8,259,8,51.6,25.2,93.0,0,7,16.9,1,0,2,0.2,FWD,5.5,5.2
828,Gonçalo Manuel Ganchinho Guedes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,5.5,5.4
829,Joe Hodge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,4.5,4.4
830,Ki-Jana Hoever,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,DEF,4.0,4.0
831,Hwang Hee-chan,12,3,125,2116,37,259.9,534.2,614.0,10,334,140.7,3,0,6,1.8,MID,5.5,5.4
832,João Victor Gomes da Silva,2,2,75,2646,51,372.3,493.2,196.0,3,359,106.1,4,0,11,0.1,MID,5.0,4.9
833,Jonathan Castro Otto,0,0,1,4,0,0.0,5.0,0.0,0,3,0.5,0,0,0,0.0,DEF,4.5,4.3
834,Bruno Cavaco Jordão,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,MID,4.5,4.3
835,Sasa Kalajdzic,2,0,24,158,2,48.7,94.0,66.0,4,88,20.7,1,0,0,0.1,FWD,5.0,4.9
836,Max Kilman,2,0,82,3420,65,233.1,853.6,212.0,3,592,130.2,5,0,7,1.7,DEF,4.5,4.4
837,Tom King,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,GK,4.0,3.9
838,Mario Lemina,4,1,95,2969,55,333.6,621.6,470.0,13,490,142.7,4,1,10,0.1,MID,5.0,4.9
839,Pedro Lomba Neto,2,11,86,1516,27,599.2,371.4,389.0,8,310,135.5,3,0,4,1.3,MID,5.5,5.5
840,Daniel Castelo Podence,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,5.5,5.3
841,José Malheiro de Sá,0,1,107,3037,58,11.0,1003.4,0.0,8,622,101.6,4,0,1,2.0,GK,5.0,5.0
842,Pablo Sarabia,4,7,99,1737,27,795.3,469.2,418.0,8,358,168.4,6,0,5,0.5,MID,5.0,4.5
843,Matija Šarkić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,GK,4.0,4.0
844,Nélson Cabral Semedo,0,2,63,3084,62,395.7,508.8,165.0,0,455,107.2,5,1,10,0.6,DEF,4.5,4.5
845,Toti António Gomes,1,4,82,2771,49,117.7,550.0,167.0,6,468,83.7,4,0,7,0.3,DEF,4.5,4.4
846,Boubacar Traoré,0,0,25,802,23,106.5,114.4,27.0,0,122,25.2,0,0,4,0.3,MID,4.5,4.3
847,Matheus Santos Carneiro Da Cunha,12,7,135,2438,46,409.8,786.0,872.0,15,520,206.4,6,0,9,2.4,FWD,5.5,5.5
848,Matt Doherty,1,0,41,1136,21,168.1,237.8,122.0,1,186,52.9,1,0,2,0.2,DEF,4.5,4.3
849,Santiago Bueno,0,0,13,819,18,27.1,173.8,2.0,0,124,20.3,0,0,1,0.0,DEF,4.5,4.5
850,Enso González,0,0,1,1,0,0.8,0.2,0.0,0,3,0.1,0,0,0,0.0,MID,5.0,5.0
851,Nathan Fraser,0,0,7,183,3,29.2,22.4,36.0,0,17,8.6,1,0,1,0.1,FWD,4.5,4.5
852,Jean-Ricner Bellegarde,2,2,45,948,24,170.1,189.8,163.0,1,150,52.2,0,1,0,0.0,MID,5.0,4.9
853,Matthew Whittingham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,4.5,4.5
854,Tawanda Chirewa,0,0,8,138,2,24.7,22.0,21.0,0,21,6.6,0,0,1,0.0,MID,4.5,4.4
855,Justin Hubner,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,DEF,4.0,4.0
856,Owen Hesketh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,4.5,4.5
857,Ty Barnett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,4.5,4.5
858,Harvey Griffiths,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,4.5,4.5
859,Yerson Mosquera,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,DEF,4.0,4.0
860,Noha Lemina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,5.0,5.0
861,Wesley Okoduwa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,DEF,4.0,4.0
862,Leon Chiwome,0,0,5,173,4,1.2,7.8,13.0,0,12,2.2,0,0,0,0.0,FWD,4.5,4.5
863,Fletcher Holman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,FWD,4.5,4.5
864,Temple Ojinnaka,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,MID,4.5,4.5
